notice_id,cluster_id,portal_id,copy_index,is_corrigendum,archetype
N006610,OPP003194,P088,0,False,plain
N006611,OPP003194,P020,1,True,plain
N006612,OPP003195,P006,0,False,nodal_b
N006613,OPP003196,P006,0,False,nodal_b
N006614,OPP003197,P006,0,False,nodal_b
N006615,OPP003198,P061,0,False,html_ish
N006616,OPP003198,P094,1,True,plain
N006617,OPP003198,P240,2,False,shouty
N006618,OPP003198,P006,3,False,nodal_b
N006619,OPP003198,P004,4,True,nodal_b
N006620,OPP003198,P003,5,True,nodal_b
N006621,OPP003199,P189,0,False,plain
N006622,OPP003199,P001,1,False,nodal_a
N006623,OPP003199,P002,2,True,nodal_a
N006624,OPP003199,P094,3,False,plain
N006625,OPP003199,P006,4,True,nodal_b
N006626,OPP003199,P089,5,False,html_ish
N006627,OPP003199,P040,6,True,html_ish
N006628,OPP003200,P052,0,False,html_ish
N006629,OPP003201,P094,0,False,plain
N006630,OPP003202,P094,0,False,plain
N006631,OPP003203,P142,0,False,terse
N006632,OPP003204,P003,0,False,nodal_b
N006633,OPP003205,P005,0,False,nodal_a
N006634,OPP003206,P006,0,False,nodal_b
N006635,OPP003207,P006,0,False,nodal_b
N006636,OPP003207,P005,1,True,nodal_a
N006637,OPP003208,P003,0,False,nodal_b
N006638,OPP003209,P006,0,False,nodal_b
N006639,OPP003210,P120,0,False,legacy
N006640,OPP003211,P003,0,False,nodal_b
N006641,OPP003211,P189,1,True,plain
N006642,OPP003211,P094,2,False,plain
N006643,OPP003212,P005,0,False,nodal_a
N006644,OPP003212,P094,1,True,plain
N006645,OPP003212,P002,2,True,nodal_a
N006646,OPP003213,P006,0,False,nodal_b
N006647,OPP003214,P004,0,False,nodal_b
N006648,OPP003215,P240,0,False,shouty
N006649,OPP003216,P020,0,False,plain
N006650,OPP003216,P091,1,True,municipal
N006651,OPP003217,P006,0,False,nodal_b
N006652,OPP003218,P244,0,False,terse
N006653,OPP003218,P002,1,False,nodal_a
N006654,OPP003218,P106,2,False,plain
N006655,OPP003218,P001,3,True,nodal_a
N006656,OPP003218,P094,4,True,plain
N006657,OPP003219,P094,0,False,plain
N006658,OPP003219,P214,1,True,plain
N006659,OPP003219,P255,2,False,shouty
N006660,OPP003220,P057,0,False,municipal
N006661,OPP003220,P240,1,True,shouty
N006662,OPP003221,P005,0,False,nodal_a
N006663,OPP003221,P001,1,False,nodal_a
N006664,OPP003221,P240,2,False,shouty
N006665,OPP003222,P005,0,False,nodal_a
N006666,OPP003222,P094,1,True,plain
N006667,OPP003222,P006,2,False,nodal_b
N006668,OPP003223,P020,0,False,plain
N006669,OPP003224,P222,0,False,plain
N006670,OPP003225,P002,0,False,nodal_a
N006671,OPP003226,P002,0,False,nodal_a
N006672,OPP003227,P246,0,False,plain
N006673,OPP003227,P094,1,False,plain
N006674,OPP003227,P020,2,False,plain
N006675,OPP003227,P013,3,False,terse
N006676,OPP003227,P215,4,True,plain
N006677,OPP003227,P006,5,True,nodal_b
N006678,OPP003228,P003,0,False,nodal_b
N006679,OPP003228,P232,1,True,plain
N006680,OPP003228,P094,2,False,plain
N006681,OPP003228,P167,3,True,municipal
N006682,OPP003228,P001,4,False,nodal_a
N006683,OPP003228,P210,5,False,plain
N006684,OPP003228,P002,6,False,nodal_a
N006685,OPP003229,P002,0,False,nodal_a
N006686,OPP003230,P200,0,False,plain
N006687,OPP003231,P005,0,False,nodal_a
N006688,OPP003232,P005,0,False,nodal_a
N006689,OPP003233,P094,0,False,plain
N006690,OPP003234,P155,0,False,municipal
N006691,OPP003235,P002,0,False,nodal_a
N006692,OPP003235,P006,1,False,nodal_b
N006693,OPP003235,P240,2,False,shouty
N006694,OPP003236,P094,0,False,plain
N006695,OPP003236,P001,1,False,nodal_a
N006696,OPP003237,P240,0,False,shouty
N006697,OPP003237,P003,1,True,nodal_b
N006698,OPP003238,P001,0,False,nodal_a
N006699,OPP003239,P031,0,False,shouty
N006700,OPP003239,P002,1,False,nodal_a
N006701,OPP003239,P086,2,True,municipal
N006702,OPP003240,P240,0,False,shouty
N006703,OPP003240,P219,1,True,plain
N006704,OPP003241,P175,0,False,plain
N006705,OPP003241,P004,1,True,nodal_b
N006706,OPP003241,P252,2,False,shouty
N006707,OPP003241,P141,3,True,municipal
N006708,OPP003241,P069,4,False,html_ish
N006709,OPP003242,P094,0,False,plain
N006710,OPP003242,P005,1,False,nodal_a
N006711,OPP003242,P240,2,False,shouty
N006712,OPP003242,P108,3,True,municipal
N006713,OPP003243,P189,0,False,plain
N006714,OPP003243,P246,1,False,plain
N006715,OPP003243,P044,2,True,plain
N006716,OPP003243,P180,3,True,legacy
N006717,OPP003243,P094,4,False,plain
N006718,OPP003243,P003,5,True,nodal_b
N006719,OPP003243,P005,6,False,nodal_a
N006720,OPP003243,P041,7,False,html_ish
N006721,OPP003243,P120,8,False,legacy
N006722,OPP003244,P005,0,False,nodal_a
N006723,OPP003244,P189,1,False,plain
N006724,OPP003244,P094,2,False,plain
N006725,OPP003244,P076,3,False,municipal
N006726,OPP003244,P020,4,True,plain
N006727,OPP003244,P254,5,False,terse
N006728,OPP003244,P004,6,False,nodal_b
N006729,OPP003245,P020,0,False,plain
N006730,OPP003246,P006,0,False,nodal_b
N006731,OPP003246,P167,1,True,municipal
N006732,OPP003246,P085,2,False,municipal
N006733,OPP003247,P020,0,False,plain
N006734,OPP003247,P067,1,False,plain
N006735,OPP003247,P002,2,False,nodal_a
N006736,OPP003248,P004,0,False,nodal_b
N006737,OPP003249,P215,0,False,plain
N006738,OPP003250,P106,0,False,plain
N006739,OPP003250,P003,1,True,nodal_b
N006740,OPP003250,P088,2,False,plain
N006741,OPP003250,P077,3,True,plain
N006742,OPP003250,P001,4,True,nodal_a
N006743,OPP003250,P020,5,False,plain
N006744,OPP003250,P094,6,True,plain
N006745,OPP003251,P003,0,False,nodal_b
N006746,OPP003252,P005,0,False,nodal_a
N006747,OPP003253,P240,0,False,shouty
N006748,OPP003253,P146,1,False,html_ish
N006749,OPP003253,P181,2,False,plain
N006750,OPP003253,P046,3,True,terse
N006751,OPP003253,P002,4,False,nodal_a
N006752,OPP003253,P095,5,False,html_ish
N006753,OPP003254,P002,0,False,nodal_a
N006754,OPP003255,P006,0,False,nodal_b
N006755,OPP003256,P005,0,False,nodal_a
N006756,OPP003257,P002,0,False,nodal_a
N006757,OPP003258,P094,0,False,plain
N006758,OPP003259,P003,0,False,nodal_b
N006759,OPP003259,P013,1,True,terse
N006760,OPP003259,P002,2,True,nodal_a
N006761,OPP003260,P094,0,False,plain
N006762,OPP003260,P240,1,False,shouty
N006763,OPP003260,P002,2,True,nodal_a
N006764,OPP003260,P004,3,False,nodal_b
N006765,OPP003261,P240,0,False,shouty
N006766,OPP003262,P175,0,False,plain
N006767,OPP003263,P005,0,False,nodal_a
N006768,OPP003264,P006,0,False,nodal_b
N006769,OPP003265,P071,0,False,html_ish
N006770,OPP003266,P003,0,False,nodal_b
N006771,OPP003266,P091,1,False,municipal
N006772,OPP003267,P001,0,False,nodal_a
N006773,OPP003268,P002,0,False,nodal_a
N006774,OPP003268,P006,1,True,nodal_b
N006775,OPP003268,P046,2,False,terse
N006776,OPP003269,P094,0,False,plain
N006777,OPP003270,P004,0,False,nodal_b
N006778,OPP003270,P041,1,True,html_ish
N006779,OPP003270,P094,2,False,plain
N006780,OPP003270,P006,3,True,nodal_b
N006781,OPP003270,P003,4,False,nodal_b
N006782,OPP003270,P215,5,False,plain
N006783,OPP003270,P020,6,False,plain
N006784,OPP003271,P141,0,False,municipal
N006785,OPP003271,P094,1,True,plain
N006786,OPP003271,P005,2,False,nodal_a
N006787,OPP003271,P240,3,True,shouty
N006788,OPP003272,P220,0,False,html_ish
N006789,OPP003273,P024,0,False,html_ish
N006790,OPP003273,P005,1,False,nodal_a
N006791,OPP003273,P062,2,False,municipal
N006792,OPP003273,P240,3,True,shouty
N006793,OPP003274,P215,0,False,plain
N006794,OPP003274,P006,1,False,nodal_b
N006795,OPP003274,P004,2,False,nodal_b
N006796,OPP003275,P121,0,False,plain
N006797,OPP003276,P100,0,False,plain
N006798,OPP003277,P001,0,False,nodal_a
N006799,OPP003277,P088,1,False,plain
N006800,OPP003278,P073,0,False,shouty
N006801,OPP003279,P003,0,False,nodal_b
N006802,OPP003280,P005,0,False,nodal_a
N006803,OPP003280,P181,1,True,plain
N006804,OPP003280,P094,2,False,plain
N006805,OPP003281,P003,0,False,nodal_b
N006806,OPP003281,P207,1,False,plain
N006807,OPP003281,P093,2,True,municipal
N006808,OPP003281,P240,3,False,shouty
N006809,OPP003281,P094,4,False,plain
N006810,OPP003281,P004,5,False,nodal_b
N006811,OPP003281,P001,6,False,nodal_a
N006812,OPP003281,P211,7,False,shouty
N006813,OPP003281,P129,8,False,municipal
N006814,OPP003282,P001,0,False,nodal_a
N006815,OPP003282,P094,1,False,plain
N006816,OPP003282,P003,2,False,nodal_b
N006817,OPP003282,P051,3,False,html_ish
N006818,OPP003282,P004,4,True,nodal_b
N006819,OPP003283,P046,0,False,terse
N006820,OPP003284,P135,0,False,html_ish
N006821,OPP003285,P094,0,False,plain
N006822,OPP003285,P195,1,True,html_ish
N006823,OPP003286,P001,0,False,nodal_a
N006824,OPP003287,P094,0,False,plain
N006825,OPP003287,P098,1,False,municipal
N006826,OPP003287,P001,2,True,nodal_a
N006827,OPP003287,P006,3,False,nodal_b
N006828,OPP003287,P226,4,True,plain
N006829,OPP003288,P006,0,False,nodal_b
N006830,OPP003289,P004,0,False,nodal_b
N006831,OPP003290,P094,0,False,plain
N006832,OPP003291,P001,0,False,nodal_a
N006833,OPP003292,P094,0,False,plain
N006834,OPP003293,P005,0,False,nodal_a
N006835,OPP003293,P013,1,False,terse
N006836,OPP003293,P006,2,True,nodal_b
N006837,OPP003293,P141,3,False,municipal
N006838,OPP003294,P027,0,False,plain
N006839,OPP003295,P004,0,False,nodal_b
N006840,OPP003295,P020,1,False,plain
N006841,OPP003295,P006,2,False,nodal_b
N006842,OPP003295,P227,3,False,plain
N006843,OPP003295,P037,4,False,terse
N006844,OPP003295,P001,5,False,nodal_a
N006845,OPP003295,P215,6,True,plain
N006846,OPP003295,P002,7,False,nodal_a
N006847,OPP003295,P258,8,False,html_ish
N006848,OPP003296,P069,0,False,html_ish
N006849,OPP003296,P129,1,False,municipal
N006850,OPP003296,P238,2,False,plain
N006851,OPP003297,P006,0,False,nodal_b
N006852,OPP003298,P238,0,False,plain
N006853,OPP003298,P088,1,False,plain
N006854,OPP003298,P073,2,False,shouty
N006855,OPP003299,P240,0,False,shouty
N006856,OPP003299,P004,1,True,nodal_b
N006857,OPP003299,P094,2,False,plain
N006858,OPP003300,P014,0,False,html_ish
N006859,OPP003300,P059,1,False,municipal
N006860,OPP003300,P106,2,False,plain
N006861,OPP003300,P003,3,True,nodal_b
N006862,OPP003300,P006,4,True,nodal_b
N006863,OPP003301,P005,0,False,nodal_a
N006864,OPP003301,P111,1,False,shouty
N006865,OPP003301,P141,2,False,municipal
N006866,OPP003302,P094,0,False,plain
N006867,OPP003302,P004,1,True,nodal_b
N006868,OPP003302,P227,2,False,plain
N006869,OPP003302,P002,3,True,nodal_a
N006870,OPP003303,P006,0,False,nodal_b
N006871,OPP003303,P207,1,True,plain
N006872,OPP003304,P044,0,False,plain
N006873,OPP003305,P007,0,False,plain
N006874,OPP003306,P004,0,False,nodal_b
N006875,OPP003306,P116,1,False,shouty
N006876,OPP003307,P002,0,False,nodal_a
N006877,OPP003308,P004,0,False,nodal_b
N006878,OPP003309,P191,0,False,plain
N006879,OPP003309,P167,1,False,municipal
N006880,OPP003310,P064,0,False,plain
N006881,OPP003311,P221,0,False,terse
N006882,OPP003312,P094,0,False,plain
N006883,OPP003313,P044,0,False,plain
N006884,OPP003314,P094,0,False,plain
N006885,OPP003315,P001,0,False,nodal_a
N006886,OPP003315,P153,1,True,terse
N006887,OPP003315,P002,2,False,nodal_a
N006888,OPP003315,P004,3,False,nodal_b
N006889,OPP003315,P094,4,False,plain
N006890,OPP003315,P028,5,True,plain
N006891,OPP003316,P228,0,False,html_ish
N006892,OPP003317,P209,0,False,terse
N006893,OPP003317,P003,1,False,nodal_b
N006894,OPP003317,P001,2,True,nodal_a
N006895,OPP003317,P146,3,False,html_ish
N006896,OPP003317,P044,4,True,plain
N006897,OPP003317,P002,5,False,nodal_a
N006898,OPP003317,P005,6,True,nodal_a
N006899,OPP003317,P006,7,False,nodal_b
N006900,OPP003317,P034,8,False,shouty
N006901,OPP003318,P217,0,False,plain
N006902,OPP003318,P005,1,False,nodal_a
N006903,OPP003319,P006,0,False,nodal_b
N006904,OPP003319,P001,1,True,nodal_a
N006905,OPP003319,P189,2,False,plain
N006906,OPP003319,P129,3,False,municipal
N006907,OPP003320,P001,0,False,nodal_a
N006908,OPP003321,P014,0,False,html_ish
N006909,OPP003322,P094,0,False,plain
N006910,OPP003323,P094,0,False,plain
N006911,OPP003324,P002,0,False,nodal_a
N006912,OPP003324,P094,1,True,plain
N006913,OPP003324,P007,2,False,plain
N006914,OPP003324,P027,3,False,plain
N006915,OPP003325,P196,0,False,html_ish
N006916,OPP003326,P031,0,False,shouty
N006917,OPP003326,P020,1,False,plain
N006918,OPP003326,P240,2,False,shouty
N006919,OPP003327,P003,0,False,nodal_b
N006920,OPP003328,P065,0,False,municipal
N006921,OPP003328,P260,1,True,plain
N006922,OPP003328,P044,2,True,plain
N006923,OPP003328,P094,3,False,plain
N006924,OPP003328,P200,4,False,plain
N006925,OPP003329,P005,0,False,nodal_a
N006926,OPP003330,P096,0,False,html_ish
N006927,OPP003331,P094,0,False,plain
N006928,OPP003332,P129,0,False,municipal
N006929,OPP003332,P114,1,False,terse
N006930,OPP003333,P006,0,False,nodal_b
N006931,OPP003334,P020,0,False,plain
N006932,OPP003335,P005,0,False,nodal_a
N006933,OPP003336,P187,0,False,municipal
N006934,OPP003337,P094,0,False,plain
N006935,OPP003337,P020,1,True,plain
N006936,OPP003337,P003,2,False,nodal_b
N006937,OPP003337,P005,3,False,nodal_a
N006938,OPP003337,P063,4,True,shouty
N006939,OPP003338,P190,0,False,html_ish
N006940,OPP003339,P006,0,False,nodal_b
N006941,OPP003340,P020,0,False,plain
N006942,OPP003341,P005,0,False,nodal_a
N006943,OPP003342,P177,0,False,html_ish
N006944,OPP003342,P006,1,False,nodal_b
N006945,OPP003342,P094,2,False,plain
N006946,OPP003343,P229,0,False,html_ish
N006947,OPP003344,P005,0,False,nodal_a
N006948,OPP003344,P004,1,False,nodal_b
N006949,OPP003344,P190,2,False,html_ish
N006950,OPP003344,P002,3,False,nodal_a
N006951,OPP003345,P221,0,False,terse
N006952,OPP003346,P191,0,False,plain
N006953,OPP003346,P094,1,True,plain
N006954,OPP003347,P005,0,False,nodal_a
N006955,OPP003348,P006,0,False,nodal_b
N006956,OPP003348,P094,1,False,plain
N006957,OPP003348,P105,2,False,municipal
N006958,OPP003349,P004,0,False,nodal_b
N006959,OPP003349,P120,1,False,legacy
N006960,OPP003350,P001,0,False,nodal_a
N006961,OPP003351,P044,0,False,plain
N006962,OPP003351,P001,1,False,nodal_a
N006963,OPP003352,P254,0,False,terse
N006964,OPP003352,P006,1,False,nodal_b
N006965,OPP003352,P094,2,True,plain
N006966,OPP003352,P091,3,True,municipal
N006967,OPP003353,P094,0,False,plain
N006968,OPP003354,P240,0,False,shouty
N006969,OPP003355,P108,0,False,municipal
N006970,OPP003356,P094,0,False,plain
N006971,OPP003357,P129,0,False,municipal
N006972,OPP003358,P094,0,False,plain
N006973,OPP003359,P004,0,False,nodal_b
N006974,OPP003359,P057,1,True,municipal
N006975,OPP003359,P005,2,False,nodal_a
N006976,OPP003360,P001,0,False,nodal_a
N006977,OPP003360,P215,1,False,plain
N006978,OPP003360,P094,2,True,plain
N006979,OPP003360,P006,3,False,nodal_b
N006980,OPP003360,P002,4,False,nodal_a
N006981,OPP003361,P068,0,False,shouty
N006982,OPP003362,P191,0,False,plain
N006983,OPP003363,P094,0,False,plain
N006984,OPP003364,P003,0,False,nodal_b
N006985,OPP003365,P094,0,False,plain
N006986,OPP003366,P094,0,False,plain
N006987,OPP003367,P089,0,False,html_ish
N006988,OPP003367,P012,1,True,plain
N006989,OPP003367,P002,2,False,nodal_a
N006990,OPP003368,P227,0,False,plain
N006991,OPP003368,P141,1,True,municipal
N006992,OPP003368,P013,2,False,terse
N006993,OPP003368,P165,3,False,plain
N006994,OPP003368,P069,4,False,html_ish
N006995,OPP003369,P094,0,False,plain
N006996,OPP003369,P166,1,False,html_ish
N006997,OPP003369,P214,2,True,plain
N006998,OPP003370,P005,0,False,nodal_a
N006999,OPP003371,P003,0,False,nodal_b
N007000,OPP003371,P202,1,False,legacy
N007001,OPP003371,P020,2,False,plain
N007002,OPP003371,P005,3,True,nodal_a
N007003,OPP003371,P002,4,False,nodal_a
N007004,OPP003371,P193,5,False,shouty
N007005,OPP003371,P004,6,True,nodal_b
N007006,OPP003371,P063,7,True,shouty
N007007,OPP003372,P001,0,False,nodal_a
N007008,OPP003372,P255,1,False,shouty
N007009,OPP003372,P151,2,True,terse
N007010,OPP003372,P094,3,True,plain
N007011,OPP003373,P217,0,False,plain
N007012,OPP003373,P094,1,False,plain
N007013,OPP003373,P004,2,True,nodal_b
N007014,OPP003374,P006,0,False,nodal_b
N007015,OPP003375,P094,0,False,plain
N007016,OPP003375,P001,1,False,nodal_a
N007017,OPP003375,P067,2,True,plain
N007018,OPP003375,P044,3,True,plain
N007019,OPP003376,P241,0,False,plain
N007020,OPP003376,P002,1,True,nodal_a
N007021,OPP003376,P003,2,True,nodal_b
N007022,OPP003377,P240,0,False,shouty
N007023,OPP003377,P006,1,False,nodal_b
N007024,OPP003377,P098,2,False,municipal
N007025,OPP003377,P260,3,False,plain
N007026,OPP003377,P141,4,True,municipal
N007027,OPP003377,P004,5,True,nodal_b
N007028,OPP003377,P094,6,True,plain
N007029,OPP003377,P114,7,False,terse
N007030,OPP003378,P013,0,False,terse
N007031,OPP003379,P004,0,False,nodal_b
N007032,OPP003380,P039,0,False,plain
N007033,OPP003380,P003,1,True,nodal_b
N007034,OPP003381,P094,0,False,plain
N007035,OPP003382,P112,0,False,shouty
N007036,OPP003383,P061,0,False,html_ish
N007037,OPP003383,P094,1,True,plain
N007038,OPP003383,P013,2,False,terse
N007039,OPP003383,P115,3,True,plain
N007040,OPP003383,P002,4,False,nodal_a
N007041,OPP003384,P059,0,False,municipal
N007042,OPP003385,P004,0,False,nodal_b
N007043,OPP003385,P006,1,False,nodal_b
N007044,OPP003386,P099,0,False,html_ish
N007045,OPP003387,P227,0,False,plain
N007046,OPP003388,P020,0,False,plain
N007047,OPP003388,P221,1,True,terse
N007048,OPP003388,P073,2,True,shouty
N007049,OPP003389,P094,0,False,plain
N007050,OPP003390,P146,0,False,html_ish
N007051,OPP003391,P254,0,False,terse
N007052,OPP003392,P221,0,False,terse
N007053,OPP003392,P006,1,True,nodal_b
N007054,OPP003392,P016,2,False,terse
N007055,OPP003392,P094,3,False,plain
N007056,OPP003392,P207,4,False,plain
N007057,OPP003392,P002,5,True,nodal_a
N007058,OPP003392,P001,6,False,nodal_a
N007059,OPP003393,P199,0,False,plain
N007060,OPP003394,P135,0,False,html_ish
N007061,OPP003395,P003,0,False,nodal_b
N007062,OPP003396,P001,0,False,nodal_a
N007063,OPP003397,P003,0,False,nodal_b
N007064,OPP003397,P215,1,False,plain
N007065,OPP003398,P004,0,False,nodal_b
N007066,OPP003399,P094,0,False,plain
N007067,OPP003400,P228,0,False,html_ish
N007068,OPP003401,P257,0,False,html_ish
N007069,OPP003402,P020,0,False,plain
N007070,OPP003402,P034,1,True,shouty
N007071,OPP003402,P002,2,False,nodal_a
N007072,OPP003403,P200,0,False,plain
N007073,OPP003403,P004,1,True,nodal_b
N007074,OPP003404,P168,0,False,municipal
N007075,OPP003404,P044,1,False,plain
N007076,OPP003404,P156,2,True,html_ish
N007077,OPP003404,P207,3,True,plain
N007078,OPP003404,P020,4,False,plain
N007079,OPP003405,P001,0,False,nodal_a
N007080,OPP003405,P146,1,False,html_ish
N007081,OPP003406,P197,0,False,plain
N007082,OPP003407,P094,0,False,plain
N007083,OPP003408,P003,0,False,nodal_b
N007084,OPP003409,P037,0,False,terse
N007085,OPP003410,P003,0,False,nodal_b
N007086,OPP003410,P181,1,False,plain
N007087,OPP003410,P172,2,False,municipal
N007088,OPP003410,P004,3,False,nodal_b
N007089,OPP003410,P167,4,False,municipal
N007090,OPP003410,P019,5,True,municipal
N007091,OPP003410,P005,6,False,nodal_a
N007092,OPP003411,P235,0,False,municipal
N007093,OPP003412,P119,0,False,municipal
N007094,OPP003412,P240,1,False,shouty
N007095,OPP003413,P094,0,False,plain
N007096,OPP003414,P001,0,False,nodal_a
N007097,OPP003415,P005,0,False,nodal_a
N007098,OPP003415,P034,1,True,shouty
N007099,OPP003415,P002,2,True,nodal_a
N007100,OPP003415,P146,3,False,html_ish
N007101,OPP003415,P006,4,False,nodal_b
N007102,OPP003416,P215,0,False,plain
N007103,OPP003417,P005,0,False,nodal_a
N007104,OPP003418,P175,0,False,plain
N007105,OPP003418,P105,1,False,municipal
N007106,OPP003419,P240,0,False,shouty
N007107,OPP003420,P059,0,False,municipal
N007108,OPP003421,P094,0,False,plain
N007109,OPP003421,P002,1,False,nodal_a
N007110,OPP003421,P146,2,True,html_ish
N007111,OPP003422,P189,0,False,plain
N007112,OPP003422,P005,1,True,nodal_a
N007113,OPP003422,P061,2,False,html_ish
N007114,OPP003423,P002,0,False,nodal_a
N007115,OPP003424,P073,0,False,shouty
N007116,OPP003425,P003,0,False,nodal_b
N007117,OPP003425,P002,1,False,nodal_a
N007118,OPP003426,P001,0,False,nodal_a
N007119,OPP003427,P218,0,False,legacy
N007120,OPP003427,P003,1,False,nodal_b
N007121,OPP003428,P094,0,False,plain
N007122,OPP003429,P005,0,False,nodal_a
N007123,OPP003429,P071,1,False,html_ish
N007124,OPP003429,P181,2,True,plain
N007125,OPP003429,P004,3,False,nodal_b
N007126,OPP003430,P235,0,False,municipal
N007127,OPP003430,P002,1,False,nodal_a
N007128,OPP003430,P162,2,False,plain
N007129,OPP003430,P143,3,True,html_ish
N007130,OPP003430,P215,4,False,plain
N007131,OPP003430,P184,5,False,legacy
N007132,OPP003430,P195,6,False,html_ish
N007133,OPP003430,P181,7,True,plain
N007134,OPP003430,P006,8,True,nodal_b
N007135,OPP003431,P094,0,False,plain
N007136,OPP003432,P229,0,False,html_ish
N007137,OPP003433,P240,0,False,shouty
N007138,OPP003434,P005,0,False,nodal_a
N007139,OPP003435,P003,0,False,nodal_b
N007140,OPP003435,P094,1,True,plain
N007141,OPP003435,P091,2,True,municipal
N007142,OPP003435,P001,3,False,nodal_a
N007143,OPP003435,P227,4,True,plain
N007144,OPP003436,P004,0,False,nodal_b
N007145,OPP003437,P003,0,False,nodal_b
N007146,OPP003437,P136,1,True,html_ish
N007147,OPP003437,P094,2,False,plain
N007148,OPP003438,P002,0,False,nodal_a
N007149,OPP003439,P005,0,False,nodal_a
N007150,OPP003440,P005,0,False,nodal_a
N007151,OPP003440,P099,1,False,html_ish
N007152,OPP003440,P002,2,True,nodal_a
N007153,OPP003440,P001,3,True,nodal_a
N007154,OPP003441,P006,0,False,nodal_b
N007155,OPP003441,P181,1,False,plain
N007156,OPP003442,P094,0,False,plain
N007157,OPP003443,P170,0,False,plain
N007158,OPP003444,P006,0,False,nodal_b
N007159,OPP003445,P185,0,False,plain
N007160,OPP003446,P240,0,False,shouty
N007161,OPP003446,P227,1,False,plain
N007162,OPP003447,P194,0,False,municipal
N007163,OPP003447,P006,1,True,nodal_b
N007164,OPP003447,P098,2,True,municipal
N007165,OPP003447,P002,3,True,nodal_a
N007166,OPP003448,P222,0,False,plain
N007167,OPP003449,P004,0,False,nodal_b
N007168,OPP003449,P002,1,False,nodal_a
N007169,OPP003450,P215,0,False,plain
N007170,OPP003450,P223,1,False,plain
N007171,OPP003450,P006,2,False,nodal_b
N007172,OPP003450,P129,3,True,municipal
N007173,OPP003451,P046,0,False,terse
N007174,OPP003451,P004,1,False,nodal_b
N007175,OPP003451,P176,2,True,plain
N007176,OPP003452,P229,0,False,html_ish
N007177,OPP003453,P005,0,False,nodal_a
N007178,OPP003453,P044,1,True,plain
N007179,OPP003453,P004,2,True,nodal_b
N007180,OPP003453,P094,3,False,plain
N007181,OPP003453,P089,4,False,html_ish
N007182,OPP003453,P240,5,False,shouty
N007183,OPP003453,P006,6,False,nodal_b
N007184,OPP003453,P002,7,False,nodal_a
N007185,OPP003454,P002,0,False,nodal_a
N007186,OPP003454,P213,1,False,municipal
N007187,OPP003454,P180,2,False,legacy
N007188,OPP003455,P094,0,False,plain
N007189,OPP003455,P014,1,True,html_ish
N007190,OPP003456,P228,0,False,html_ish
N007191,OPP003457,P004,0,False,nodal_b
N007192,OPP003458,P005,0,False,nodal_a
N007193,OPP003458,P002,1,True,nodal_a
N007194,OPP003459,P094,0,False,plain
N007195,OPP003460,P005,0,False,nodal_a
N007196,OPP003461,P221,0,False,terse
N007197,OPP003461,P001,1,False,nodal_a
N007198,OPP003461,P020,2,False,plain
N007199,OPP003461,P094,3,True,plain
N007200,OPP003461,P004,4,True,nodal_b
N007201,OPP003461,P010,5,False,plain
N007202,OPP003462,P004,0,False,nodal_b
N007203,OPP003462,P094,1,True,plain
N007204,OPP003463,P003,0,False,nodal_b
N007205,OPP003463,P061,1,False,html_ish
N007206,OPP003463,P215,2,True,plain
N007207,OPP003463,P136,3,False,html_ish
N007208,OPP003463,P240,4,False,shouty
N007209,OPP003464,P081,0,False,municipal
N007210,OPP003465,P202,0,False,legacy
N007211,OPP003466,P240,0,False,shouty
N007212,OPP003466,P003,1,True,nodal_b
N007213,OPP003467,P003,0,False,nodal_b
N007214,OPP003468,P001,0,False,nodal_a
N007215,OPP003469,P227,0,False,plain
N007216,OPP003470,P028,0,False,plain
N007217,OPP003470,P002,1,True,nodal_a
N007218,OPP003470,P114,2,True,terse
N007219,OPP003470,P021,3,False,municipal
N007220,OPP003470,P088,4,True,plain
N007221,OPP003470,P253,5,True,html_ish
N007222,OPP003470,P005,6,True,nodal_a
N007223,OPP003470,P179,7,True,html_ish
N007224,OPP003470,P094,8,True,plain
N007225,OPP003471,P229,0,False,html_ish
N007226,OPP003472,P002,0,False,nodal_a
N007227,OPP003473,P180,0,False,legacy
N007228,OPP003474,P186,0,False,html_ish
N007229,OPP003474,P001,1,True,nodal_a
N007230,OPP003475,P140,0,False,terse
N007231,OPP003476,P004,0,False,nodal_b
N007232,OPP003477,P002,0,False,nodal_a
N007233,OPP003477,P005,1,False,nodal_a
N007234,OPP003477,P003,2,False,nodal_b
N007235,OPP003477,P094,3,True,plain
N007236,OPP003477,P044,4,False,plain
N007237,OPP003477,P227,5,True,plain
N007238,OPP003477,P004,6,False,nodal_b
N007239,OPP003477,P241,7,False,plain
N007240,OPP003477,P013,8,False,terse
N007241,OPP003478,P146,0,False,html_ish
N007242,OPP003478,P181,1,False,plain
N007243,OPP003478,P091,2,True,municipal
N007244,OPP003479,P215,0,False,plain
N007245,OPP003480,P006,0,False,nodal_b
N007246,OPP003480,P004,1,False,nodal_b
N007247,OPP003481,P003,0,False,nodal_b
N007248,OPP003481,P094,1,False,plain
N007249,OPP003482,P005,0,False,nodal_a
N007250,OPP003483,P006,0,False,nodal_b
N007251,OPP003484,P020,0,False,plain
N007252,OPP003485,P094,0,False,plain
N007253,OPP003486,P215,0,False,plain
N007254,OPP003487,P003,0,False,nodal_b
N007255,OPP003488,P020,0,False,plain
N007256,OPP003488,P088,1,False,plain
N007257,OPP003489,P006,0,False,nodal_b
N007258,OPP003490,P216,0,False,html_ish
N007259,OPP003491,P032,0,False,municipal
